scheme_code,scheme_name,fund_house,category
147866,TATA Quant Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Quant Fund Regular,Other
147864,Tata Quant Fund-Direct Plan-Growth,Tata Quant Fund-Direct Plan-Growth,Other
147867,Tata Quant Fund-Regular Plan-Growth,Tata Quant Fund-Regular Plan-Growth,Other
135817,TATA Resources & Energy Fund Direct Plan - Payout of Income Distribution cum capital withdrawal option ,TATA Resources & Energy,Other
135816,TATA Resources & Energy Fund Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Resources & Energy,Other
135814,TATA Resources & Energy Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option ,TATA Resources & Energy,Other
135818,TATA Resources & Energy Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option ,TATA Resources & Energy,Other
135813,Tata Resources & Energy Fund-Direct Plan-Growth,Tata Resources & Energy,Other
135815,Tata Resources & Energy Fund-Regular Plan-Growth,Tata Resources & Energy,Other
118868,Taurus Banking & Financial Services Fund - Direct Plan - Growth,Taurus Banking & Financial,Other
118869,Taurus Banking & Financial Services Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Banking & Financial,Other
117312,Taurus Banking & Financial Services Fund - Regular Plan - Growth,Taurus Banking & Financial,Other
117313,Taurus Banking & Financial Services Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Banking & Financial,Other
111903,Taurus Ethical Fund -  Regular Plan - Bonus Option,Taurus Ethical Fund -,Other
118876,Taurus Ethical Fund - Direct Plan - Growth,Taurus Ethical Fund -,Other
118877,Taurus Ethical Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Ethical Fund -,Other
111787,Taurus Ethical Fund - Regular Plan - Growth,Taurus Ethical Fund -,Other
111788,Taurus Ethical Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Ethical Fund -,Other
118878,Taurus Ethical Fund-Direct Plan-Bonus Option #,Taurus Ethical Fund-Direct Plan-Bonus,Other
118879,Taurus Infrastructure Fund - Direct Plan - Growth ,Taurus Infrastructure Fund -,Other
118880,Taurus Infrastructure Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Infrastructure Fund -,Other
105417,Taurus Infrastructure Fund - Regular Plan - Growth,Taurus Infrastructure Fund -,Other
105418,Taurus Infrastructure Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Infrastructure Fund -,Other
153895,THE WEALTH COMPANY ETHICAL FUND DIRECT GROWTH,THE WEALTH COMPANY ETHICAL,Other
153898,THE WEALTH COMPANY ETHICAL FUND DIRECT IDCW,THE WEALTH COMPANY ETHICAL,Other
153897,THE WEALTH COMPANY ETHICAL FUND REGULAR GROWTH,THE WEALTH COMPANY ETHICAL,Other
153896,THE WEALTH COMPANY ETHICAL FUND REGULAR IDCW,THE WEALTH COMPANY ETHICAL,Other
153109,Union Active Momentum Fund - Direct Plan - Growth Option,Union Active Momentum Fund,Other
153110,Union Active Momentum Fund - Direct Plan - IDCW Option,Union Active Momentum Fund,Other
153111,Union Active Momentum Fund - Regular Plan - Growth Option,Union Active Momentum Fund,Other
153112,Union Active Momentum Fund - Regular Plan - IDCW Option,Union Active Momentum Fund,Other
152409,Union Business Cycle Fund - Direct Plan - Growth Option,Union Business Cycle Fund,Other
152410,Union Business Cycle Fund - Direct Plan - IDCW Option,Union Business Cycle Fund,Other
152411,Union Business Cycle Fund - Regular Plan - Growth Option,Union Business Cycle Fund,Other
152412,Union Business Cycle Fund - Regular Plan - IDCW Option,Union Business Cycle Fund,Other
154020,Union Consumption Fund - Direct Plan - Growth Option,Union Consumption Fund -,Other
154021,Union Consumption Fund - Direct Plan - IDCW Option,Union Consumption Fund -,Other
154022,Union Consumption Fund - Regular Plan - Growth Option,Union Consumption Fund -,Other
154023,Union Consumption Fund - Regular Plan - IDCW Option,Union Consumption Fund -,Other
151905,Union Innovation & Opportunities Fund - Direct Plan - Growth Option,Union Innovation & Opportunities,Other
151904,Union Innovation & Opportunities Fund - Direct Plan - IDCW Option,Union Innovation & Opportunities,Other
151903,Union Innovation & Opportunities Fund - Regular Plan - Growth Option,Union Innovation & Opportunities,Other
151906,Union Innovation & Opportunities Fund - Regular Plan - IDCW Option,Union Innovation & Opportunities,Other
120733,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,UTI Banking and Financial,Other
120732,UTI Banking and Financial Services Fund - Direct Plan - IDCW,UTI Banking and Financial,Other
102401,UTI Banking and Financial Services Fund - Regular Plan - Growth Option,UTI Banking and Financial,Other
102402,UTI Banking and Financial Services Fund - Regular Plan - IDCW,UTI Banking and Financial,Other
120782,UTI Healthcare Fund - Direct Plan - Growth Option,UTI Healthcare Fund -,Other
120783,UTI Healthcare Fund - Direct Plan - IDCW,UTI Healthcare Fund -,Other
100807,UTI Healthcare Fund - Regular Plan - Growth Option,UTI Healthcare Fund -,Other
100806,UTI Healthcare Fund - Regular Plan - IDCW,UTI Healthcare Fund -,Other
120780,UTI India Consumer Fund - Direct Plan - Growth Option,UTI India Consumer Fund,Other
120781,UTI India Consumer Fund - Direct Plan - IDCW,UTI India Consumer Fund,Other
106425,UTI India Consumer Fund - Regular Plan - Growth Option,UTI India Consumer Fund,Other
106426,UTI India Consumer Fund - Regular Plan - IDCW,UTI India Consumer Fund,Other
120729,UTI Infrastructure Fund - Direct Plan - IDCW,UTI Infrastructure Fund -,Other
102396,UTI Infrastructure Fund - Regular Plan - IDCW,UTI Infrastructure Fund -,Other
102395,UTI Infrastructure Fund-Growth Option,UTI Infrastructure Fund-Growth Option,Other
120728,UTI Infrastructure Fund-Growth Option- Direct,UTI Infrastructure Fund-Growth Option-,Other
120682,UTI - MNC Fund - Growth Option - Direct,UTI - MNC Fund,Other
100740,UTI - MNC Fund - Regular Plan - Growth Option,UTI - MNC Fund,Other
120681,UTI MNC Fund - Direct Plan - IDCW,UTI MNC Fund -,Other
100739,UTI MNC Fund - Regular Plan - IDCW,UTI MNC Fund -,Other
120730,UTI Transportation and Logistics Fund - Direct Plan - IDCW,UTI Transportation and Logistics,Other
102397,UTI Transportation and Logistics Fund - Regular Plan - IDCW,UTI Transportation and Logistics,Other
102398,UTI-Transportation and Logistics  Fund-Growth Option,UTI-Transportation and Logistics Fund-Growth,Other
120731,UTI-Transportation and Logistics  Fund-Growth Option- Direct,UTI-Transportation and Logistics Fund-Growth,Other
152087,UTI Innovation Fund - Direct Plan - Growth Option,UTI Innovation Fund -,Other
152089,UTI Innovation Fund - Direct Plan - Payout of IDCW Option,UTI Innovation Fund -,Other
152086,UTI Innovation Fund - Regular Plan - Growth Option,UTI Innovation Fund -,Other
152088,UTI Innovation Fund - Regular Plan - Payout of IDCW Option,UTI Innovation Fund -,Other
153204,UTI Quant Fund - Direct Plan - Growth Option,UTI Quant Fund -,Other
153205,UTI Quant Fund - Regular Plan - Growth Option,UTI Quant Fund -,Other
152321,WhiteOak Capital Banking & Financial Services Fund - Direct Growth,WhiteOak Capital Banking &,Other
152322,WhiteOak Capital Banking & Financial Services Fund - Regular Growth,WhiteOak Capital Banking &,Other
154161,WhiteOak Capital Consumption Opportunities Fund Direct Plan Growth,WhiteOak Capital Consumption Opportunities,Other
154162,WhiteOak Capital Consumption Opportunities Fund Regular Plan Growth,WhiteOak Capital Consumption Opportunities,Other
152915,WhiteOak Capital Digital Bharat Fund Direct Plan Growth,WhiteOak Capital Digital Bharat,Other
152914,WhiteOak Capital Digital Bharat Fund Regular Plan Growth,WhiteOak Capital Digital Bharat,Other
152962,WhiteOak Capital ESG Best-In-Class Strategy Fund Direct Plan Growth,WhiteOak Capital ESG Best-In-Class,Other
152963,WhiteOak Capital ESG Best-In-Class Strategy Fund Regular Plan Growth,WhiteOak Capital ESG Best-In-Class,Other
152349,WhiteOak Capital Pharma and Heathcare Fund Direct Plan Growth,WhiteOak Capital Pharma and,Other
152348,WhiteOak Capital Pharma and Heathcare Fund Regular Plan Growth,WhiteOak Capital Pharma and,Other
153189,WhiteOak Capital Quality Equity Fund Direct Plan Growth,WhiteOak Capital Quality Equity,Equity
153190,WhiteOak Capital Quality Equity Fund Regular Plan Growth,WhiteOak Capital Quality Equity,Equity
152644,WhiteOak Capital Special Opportunities Fund - Direct Growth,WhiteOak Capital Special Opportunities,Other
152643,WhiteOak Capital Special Opportunities Fund - Regular Growth,WhiteOak Capital Special Opportunities,Other
154215,Abakkus Small Cap Fund - Direct Plan - Growth,Abakkus Small Cap Fund,Other
154214,Abakkus Small Cap Fund - Regular  Plan - Growth,Abakkus Small Cap Fund,Other
125354,Axis Small Cap Fund - Direct Plan - Growth,Axis Small Cap Fund,Other
125351,Axis Small Cap Fund - Direct Plan - IDCW,Axis Small Cap Fund,Other
125350,Axis Small Cap Fund - Regular Plan - Growth,Axis Small Cap Fund,Other
125352,Axis Small Cap Fund - Regular Plan - IDCW,Axis Small Cap Fund,Other
153612,BAJAJ FINSERV SMALL CAP FUND - DIRECT - GROWTH,BAJAJ FINSERV SMALL CAP,Other
153611,BAJAJ FINSERV SMALL CAP FUND - DIRECT - IDCW,BAJAJ FINSERV SMALL CAP,Other
153609,BAJAJ FINSERV SMALL CAP FUND - REGULAR - GROWTH,BAJAJ FINSERV SMALL CAP,Other
153610,BAJAJ FINSERV SMALL CAP FUND - REGULAR - IDCW,BAJAJ FINSERV SMALL CAP,Other
147946,BANDHAN SMALL CAP FUND - DIRECT PLAN GROWTH,BANDHAN SMALL CAP FUND,Other
147943,BANDHAN SMALL CAP FUND - DIRECT PLAN IDCW,BANDHAN SMALL CAP FUND,Other
147944,BANDHAN SMALL CAP FUND - REGULAR PLAN GROWTH,BANDHAN SMALL CAP FUND,Other
147945,BANDHAN SMALL CAP FUND - REGULAR PLAN IDCW,BANDHAN SMALL CAP FUND,Other
145678,BANK OF INDIA Small Cap Fund Direct Plan Growth,BANK OF INDIA Small,Other
145675,BANK OF INDIA Small Cap Fund Direct Plan IDCW,BANK OF INDIA Small,Other
145677,BANK OF INDIA Small Cap Fund Regular Plan Growth,BANK OF INDIA Small,Other
145676,BANK OF INDIA Small Cap Fund Regular Plan IDCW,BANK OF INDIA Small,Other
152128,Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth option,Baroda BNP Paribas Small,Other
152129,Baroda BNP Paribas Small Cap Fund - Direct Plan - IDCW option,Baroda BNP Paribas Small,Other
152130,Baroda BNP Paribas Small Cap Fund - Regular Plan - Growth option,Baroda BNP Paribas Small,Other
152131,Baroda BNP Paribas Small Cap Fund - Regular Plan - IDCW option,Baroda BNP Paribas Small,Other
146130,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - GROWTH OPTION,CANARA ROBECO SMALL CAP,Other
146131,CANARA ROBECO SMALL CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO SMALL CAP,Other
146127,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO SMALL CAP,Other
146128,CANARA ROBECO SMALL CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO SMALL CAP,Other
119212,DSP Small Cap Fund - Direct Plan - Growth,DSP Small Cap Fund,Other
119213,DSP Small Cap Fund - Direct Plan - IDCW,DSP Small Cap Fund,Other
105989,DSP Small Cap Fund - Regular - Growth,DSP Small Cap Fund,Other
113153,DSP Small Cap Fund - Regular - IDCW,DSP Small Cap Fund,Other
146196,Edelweiss Small Cap Fund - Direct Plan - Growth,Edelweiss Small Cap Fund,Other
146197,Edelweiss Small Cap Fund - Direct Plan - IDCW Option,Edelweiss Small Cap Fund,Other
146193,Edelweiss Small Cap Fund - Regular Plan - Growth,Edelweiss Small Cap Fund,Other
146194,Edelweiss Small Cap Fund - Regular Plan - IDCW Option,Edelweiss Small Cap Fund,Other
118525,Franklin India Small Cap Fund - Direct - Growth,Franklin India Small Cap,Other
118524,Franklin India Small Cap Fund - Direct - IDCW,Franklin India Small Cap,Other
103361,Franklin India Small Cap Fund - IDCW,Franklin India Small Cap,Other
103360,Franklin India Small Cap Fund-Growth,Franklin India Small Cap,Other
154104,Groww Small Cap Fund - Direct-IDCW,Groww Small Cap Fund,Other
154063,Groww Small Cap Fund-Direct-Growth,Groww Small Cap Fund-Direct-Growth,Other
154102,Groww Small Cap Fund-Regular-Growth,Groww Small Cap Fund-Regular-Growth,Other
154103,Groww Small Cap Fund-Regular-IDCW,Groww Small Cap Fund-Regular-IDCW,Other
130502,HDFC Small Cap Fund - Growth Option,HDFC Small Cap Fund,Other
130503,HDFC Small Cap Fund - Growth Option - Direct Plan,HDFC Small Cap Fund,Other
130501,HDFC Small Cap Fund - IDCW Option,HDFC Small Cap Fund,Other
130504,HDFC Small Cap Fund - IDCW Option - Direct Plan,HDFC Small Cap Fund,Other
153912,Helios Small Cap Fund - Direct Plan - Growth Option,Helios Small Cap Fund,Other
153910,Helios Small Cap Fund - Direct Plan - IDCW Option,Helios Small Cap Fund,Other
153909,Helios Small Cap Fund - Regular Plan - Growth Option,Helios Small Cap Fund,Other
153911,Helios Small Cap Fund - Regular Plan - IDCW Option,Helios Small Cap Fund,Other
151130,HSBC Small Cap Fund - Direct Growth,HSBC Small Cap Fund,Other
151132,HSBC Small Cap Fund - Direct IDCW,HSBC Small Cap Fund,Other
151133,HSBC Small Cap Fund - Regular Growth,HSBC Small Cap Fund,Other
151131,HSBC Small Cap Fund - Regular IDCW,HSBC Small Cap Fund,Other
120591,ICICI Prudential Smallcap Fund - Direct Plan - Growth,ICICI Prudential Smallcap Fund,Other
120870,ICICI Prudential Smallcap Fund - Direct Plan - IDCW,ICICI Prudential Smallcap Fund,Other
106823,ICICI Prudential Smallcap Fund - Growth,ICICI Prudential Smallcap Fund,Other
106822,ICICI Prudential Smallcap Fund - IDCW,ICICI Prudential Smallcap Fund,Other
106821,ICICI Prudential Smallcap Fund - Institutional Growth,ICICI Prudential Smallcap Fund,Other
