scheme_code,scheme_name,fund_house,category
103234,Kotak Large & Midcap Fund - Growth-Regular,Kotak Large & Midcap,Other
120157,Kotak Large & Midcap Fund - IDCW-Direct,Kotak Large & Midcap,Other
103233,Kotak Large & Midcap Fund - IDCW-Regular,Kotak Large & Midcap,Other
133710,LIC MF Large & Mid Cap Fund-Direct Plan-Growth,LIC MF Large &,Other
133709,LIC MF Large & Mid Cap Fund-Direct Plan-IDCW,LIC MF Large &,Other
133711,LIC MF Large & Mid Cap Fund-Regular Plan-Growth,LIC MF Large &,Other
133712,LIC MF Large & Mid Cap Fund-Regular Plan-IDCW,LIC MF Large &,Other
147841,Mahindra Manulife Large & Mid Cap Fund - Direct Plan - IDCW,Mahindra Manulife Large &,Other
147840,Mahindra Manulife Large & Mid Cap Fund - Direct Plan -Growth,Mahindra Manulife Large &,Other
147843,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - Growth,Mahindra Manulife Large &,Other
147842,Mahindra Manulife Large & Mid Cap Fund - Regular Plan - IDCW,Mahindra Manulife Large &,Other
118834,Mirae Asset Large & Midcap Fund - Direct Plan - Growth,Mirae Asset Large &,Other
118835,Mirae Asset Large & Midcap Fund - Direct Plan - IDCW,Mirae Asset Large &,Other
112932,Mirae Asset Large & Midcap Fund - Regular Plan - Growth,Mirae Asset Large &,Other
112931,Mirae Asset Large & Midcap Fund - Regular Plan - IDCW,Mirae Asset Large &,Other
147704,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,Motilal Oswal Large and,Other
147701,Motilal Oswal Large and Midcap Fund - Regular Plan Growth,Motilal Oswal Large and,Other
147706,Motilal Oswal Large and Midcap Fund Direct - IDCW Payout/Reinvestment,Motilal Oswal Large and,Other
147703,Motilal Oswal Large and Midcap Fund Regular - IDCW Payout/Reinvestment,Motilal Oswal Large and,Other
141414,Navi Large & Midcap Fund - Direct Annual IDCW Payout,Navi Large & Midcap,Other
141415,Navi Large & Midcap Fund - Direct Half Yearly IDCW Payout,Navi Large & Midcap,Other
135679,Navi Large & Midcap Fund - Direct Normal IDCW Payout,Navi Large & Midcap,Other
141411,Navi Large & Midcap Fund - Regular Annual IDCW payout,Navi Large & Midcap,Other
141410,NAVI Large & Midcap Fund - Regular Half Yearly IDCW Payout,NAVI Large & Midcap,Other
135680,Navi Large & Midcap Fund - Regular Normal IDCW Payout,Navi Large & Midcap,Other
118676,NIPPON INDIA VISION LARGE & MID CAP  FUND - DIRECT Plan - IDCW Option,NIPPON INDIA VISION LARGE,Other
118675,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Vision Large,Other
118678,Nippon India Vision Large & Mid Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Vision Large,Other
106255,Nippon India Vision Large & Mid Cap Fund Institutional Dividend Plan,Nippon India Vision Large,Other
100378,Nippon India Vision Large & Midcap Fund - IDCW Option,Nippon India Vision Large,Other
100379,Nippon India Vision Large & Midcap Fund-GROWTH PLAN-Bonus Option,Nippon India Vision Large,Other
152382,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,PGIM India Large and,Other
152384,PGIM India Large and Midcap Fund - Direct Plan - IDCW option,PGIM India Large and,Other
152383,PGIM India Large and Midcap Fund - Regular Plan - Growth Option,PGIM India Large and,Other
152385,PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,PGIM India Large and,Other
104513,quant Large & Mid Cap Fund - Growth Option,quant Large & Mid,Other
120826,quant Large & Mid Cap Fund - Growth Option-Direct Plan,quant Large & Mid,Other
120825,quant Large & Mid Cap Fund - IDCW Option - Direct Plan,quant Large & Mid,Other
104514,quant Large & Mid Cap Fund - IDCW Option - Regular Plan,quant Large & Mid,Other
153534,Samco Large & Mid Cap Fund - Direct Plan - Growth Option,Samco Large & Mid,Other
153533,Samco Large & Mid Cap Fund - Regular Plan - Growth Option,Samco Large & Mid,Other
119720,SBI Large & Midcap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Large & Midcap,Other
101530,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Large & Midcap,Other
119721,SBI LARGE & MIDCAP FUND -DIRECT PLAN -Growth,SBI LARGE & MIDCAP,Other
103024,SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,SBI LARGE & MIDCAP,Other
119565,Sundaram Large and Midcap Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Large and Midcap,Other
119566,Sundaram Large and Midcap Fund Direct Plan - Growth,Sundaram Large and Midcap,Other
105001,Sundaram Large and Midcap Fund Regular Plan - Growth,Sundaram Large and Midcap,Other
105000,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),Sundaram Large and Midcap,Other
119202,Tata Large & MId Cap Fund -Direct Plan- Growth Option,Tata Large & MId,Other
119201,Tata Large & Mid Cap Fund Direct Plan - Payout of IDCW Option,Tata Large & Mid,Other
101823,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,Tata Large & Mid,Other
101824,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,Tata Large & Mid,Other
154381,The Wealth Company Large & Mid Cap Fund Direct Growth,The Wealth Company Large,Other
154380,The Wealth Company Large & Mid Cap Fund Direct IDCW,The Wealth Company Large,Other
154382,The Wealth Company Large & Mid Cap Fund Regular Growth,The Wealth Company Large,Other
154379,The Wealth Company Large & Mid Cap Fund Regular IDCW,The Wealth Company Large,Other
147750,Union Large & Midcap Fund - Direct Plan - Growth Option,Union Large & Midcap,Other
147751,Union Large & Midcap Fund - Direct Plan - IDCW Option,Union Large & Midcap,Other
147748,Union Large & Midcap Fund - Regular Plan - Growth Option,Union Large & Midcap,Other
147749,Union Large & Midcap Fund - Regular Plan - IDCW Option,Union Large & Midcap,Other
120665,UTI Large & Mid Cap Fund - Direct Plan - Growth Option,UTI Large & Mid,Other
120664,UTI Large & Mid Cap Fund - Direct Plan - IDCW,UTI Large & Mid,Other
100664,UTI Large & Mid Cap Fund - Regular Plan - Growth Option,UTI Large & Mid,Other
100663,UTI Large & Mid Cap Fund - Regular Plan - IDCW,UTI Large & Mid,Other
152226,Whiteoak Capital Large & Mid Cap Fund Direct Plan Growth,Whiteoak Capital Large &,Other
152225,Whiteoak Capital Large & Mid Cap Fund Regular Plan Growth,Whiteoak Capital Large &,Other
120465,Axis Large Cap Fund - Direct Plan - Growth,Axis Large Cap Fund,Other
120466,Axis Large Cap Fund - Direct Plan - IDCW,Axis Large Cap Fund,Other
112277,Axis Large Cap Fund - Regular Plan - Growth,Axis Large Cap Fund,Other
112278,Axis Large Cap Fund - Regular Plan - IDCW,Axis Large Cap Fund,Other
152783,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - GROWTH,BAJAJ FINSERV LARGE CAP,Other
152781,BAJAJ FINSERV LARGE CAP FUND - DIRECT PLAN - IDCW,BAJAJ FINSERV LARGE CAP,Other
152780,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - GROWTH,BAJAJ FINSERV LARGE CAP,Other
152782,BAJAJ FINSERV LARGE CAP FUND - REGULAR PLAN - IDCW,BAJAJ FINSERV LARGE CAP,Other
108799,BANDHAN Large Cap Fund - Regular Plan - Growth,BANDHAN Large Cap Fund,Other
108800,BANDHAN Large Cap Fund - Regular Plan - IDCW,BANDHAN Large Cap Fund,Other
118479,BANDHAN Large Cap Fund-Direct Plan-Growth,BANDHAN Large Cap Fund-Direct,Other
118478,BANDHAN Large Cap Fund-Direct Plan-IDCW,BANDHAN Large Cap Fund-Direct,Other
150187,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - Growth Option,BARODA BNP PARIBAS LARGE,Other
150188,BARODA BNP PARIBAS LARGE CAP Fund - Direct Plan - IDCW Option,BARODA BNP PARIBAS LARGE,Other
150186,BARODA BNP PARIBAS LARGE CAP Fund - Regular Plan - IDCW Option,BARODA BNP PARIBAS LARGE,Other
150185,BARODA BNP PARIBAS LARGE CAP Fund- Regular Plan - Growth Option,BARODA BNP PARIBAS LARGE,Other
118269,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - GROWTH OPTION,CANARA ROBECO LARGE CAP,Other
118270,CANARA ROBECO LARGE CAP FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO LARGE CAP,Other
113221,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - GROWTH OPTION,CANARA ROBECO LARGE CAP,Other
113222,CANARA ROBECO LARGE CAP FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),CANARA ROBECO LARGE CAP,Other
119250,DSP Large Cap Fund - Direct Plan - Growth,DSP Large Cap Fund,Other
119249,DSP Large Cap Fund - Direct Plan - IDCW,DSP Large Cap Fund,Other
101635,DSP Large Cap Fund - Regular Plan - Growth,DSP Large Cap Fund,Other
101636,DSP Large Cap Fund - Regular Plan - IDCW,DSP Large Cap Fund,Other
118616,Edelweiss Large Cap Fund - Direct Plan - IDCW Option,Edelweiss Large Cap Fund,Other
118617,Edelweiss Large Cap Fund - Direct Plan-Growth option,Edelweiss Large Cap Fund,Other
111938,Edelweiss Large Cap Fund - Plan B - IDCW Option,Edelweiss Large Cap Fund,Other
111939,Edelweiss Large Cap Fund - Plan C - IDCW Option,Edelweiss Large Cap Fund,Other
111940,Edelweiss Large Cap Fund - Regular Plan - Growth Option,Edelweiss Large Cap Fund,Other
118462,Franklin India Large Cap Fund - Direct - IDCW,Franklin India Large Cap,Other
100470,Franklin India Large Cap Fund - IDCW,Franklin India Large Cap,Other
118531,Franklin India Large Cap Fund- Direct - Growth,Franklin India Large Cap,Other
100471,Franklin India Large Cap Fund-Growth,Franklin India Large Cap,Other
119133,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Direct Plan - Growth Option,Groww Largecap Fund (formerly,Other
116547,Groww Largecap Fund (formerly known as Indiabulls Blue Chip Fund) - Regular Plan- Growth Option,Groww Largecap Fund (formerly,Other
119134,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Largecap Fund (formerly,Other
140814,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Largecap Fund (formerly,Other
140809,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),Groww Largecap Fund (formerly,Other
119018,HDFC Large Cap Fund - Growth Option - Direct Plan,HDFC Large Cap Fund,Other
102000,HDFC Large Cap Fund - Growth Option - Regular Plan,HDFC Large Cap Fund,Other
119017,HDFC Large Cap Fund - IDCW Option - Direct Plan,HDFC Large Cap Fund,Other
102001,HDFC Large Cap Fund - IDCW Option - Regular Plan,HDFC Large Cap Fund,Other
120030,HSBC Large Cap Fund - Direct Growth,HSBC Large Cap Fund,Other
120029,HSBC Large Cap Fund - Direct IDCW,HSBC Large Cap Fund,Other
101594,HSBC Large Cap Fund - Regular Growth,HSBC Large Cap Fund,Other
101593,HSBC Large Cap Fund - Regular IDCW,HSBC Large Cap Fund,Other
108467,ICICI Prudential Bluechip Fund - Institutional Option - I - Growth,ICICI Prudential Bluechip Fund,Other
120585,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Direct Plan - IDCW,ICICI Prudential Large Cap,Other
108466,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - Growth,ICICI Prudential Large Cap,Other
108465,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund)  - IDCW,ICICI Prudential Large Cap,Other
120586,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,ICICI Prudential Large Cap,Other
120392,Invesco India Largecap Fund - Direct Plan - Growth,Invesco India Largecap Fund,Other
120393,Invesco India Largecap Fund - Direct Plan - IDCW (Payout / Reinvestment),Invesco India Largecap Fund,Other
112098,Invesco India Largecap Fund - Regular Plan - Growth,Invesco India Largecap Fund,Other
112099,Invesco India Largecap Fund - Regular Plan - IDCW (Payout / Reinvestment),Invesco India Largecap Fund,Other
148353,ITI Large Cap Fund - Direct Plan - Growth Option,ITI Large Cap Fund,Other
148352,ITI Large Cap Fund - Direct Plan - IDCW Option,ITI Large Cap Fund,Other
148351,ITI Large Cap Fund - Regular Plan - Growth Option,ITI Large Cap Fund,Other
148354,ITI Large Cap Fund - Regular Plan - IDCW Option,ITI Large Cap Fund,Other
154307,JioBlackRock Large Cap Fund - Direct Plan - Growth Option,JioBlackRock Large Cap Fund,Other
134958,JM Large Cap Fund (Direct) - Annual IDCW,JM Large Cap Fund,Other
120490,JM Large Cap Fund (Direct) - Growth Option,JM Large Cap Fund,Other
134957,JM Large Cap Fund (Direct) - Half Yearly IDCW ,JM Large Cap Fund,Other
120489,JM Large Cap Fund (Direct) - IDCW,JM Large Cap Fund,Other
134956,JM Large Cap Fund (Direct) - Monthly IDCW ,JM Large Cap Fund,Other
120152,Kotak Large Cap  Fund - Growth - Direct,Kotak Large Cap Fund,Other
114458,Kotak Large Cap Fund - Growth,Kotak Large Cap Fund,Other
120153,Kotak Large Cap Fund - Payout of Income Distribution cum capital withdrawal option - Direct,Kotak Large Cap Fund,Other
114457,Kotak Large Cap Fund - Payout of Income Distribution cumcapital withdrawal option,Kotak Large Cap Fund,Other
120267,LIC MF Large Cap Fund-Direct Plan-Growth,LIC MF Large Cap,Other
120268,LIC MF Large Cap Fund-Direct Plan-IDCW,LIC MF Large Cap,Other
106871,LIC MF Large Cap Fund-Regular Plan-Growth,LIC MF Large Cap,Other
100332,LIC MF Large Cap Fund-Regular Plan-IDCW,LIC MF Large Cap,Other
146550,Mahindra Manulife Large Cap Fund - Direct Plan - IDCW,Mahindra Manulife Large Cap,Other
146549,Mahindra Manulife Large Cap Fund - Direct Plan -Growth,Mahindra Manulife Large Cap,Other
146551,Mahindra Manulife Large Cap Fund - Regular Plan - Growth,Mahindra Manulife Large Cap,Other
146548,Mahindra Manulife Large Cap Fund - Regular Plan - IDCW,Mahindra Manulife Large Cap,Other
118825,Mirae Asset Large Cap Fund - Direct Plan - Growth,Mirae Asset Large Cap,Other
107578,Mirae Asset Large Cap Fund - Growth Plan,Mirae Asset Large Cap,Other
118826,Mirae Asset Large Cap Fund Direct IDCW,Mirae Asset Large Cap,Other
107579,Mirae Asset Large Cap Fund Regular IDCW,Mirae Asset Large Cap,Other
152354,Motilal Oswal Large Cap Direct Plan Growth,Motilal Oswal Large Cap,Other
152351,Motilal Oswal Large Cap Direct Plan IDCW,Motilal Oswal Large Cap,Other
152352,Motilal Oswal Large Cap Regular Plan Growth,Motilal Oswal Large Cap,Other
152353,Motilal Oswal Large Cap Regular Plan IDCW,Motilal Oswal Large Cap,Other
106235,Nippon India Large Cap  Fund- Growth Plan -Growth Option,Nippon India Large Cap,Other
118634,NIPPON INDIA LARGE CAP FUND - DIRECT Plan - IDCW Option,NIPPON INDIA LARGE CAP,Other
118633,Nippon India Large Cap Fund - Direct Plan Growth Plan - Bonus Option,Nippon India Large Cap,Other
118632,Nippon India Large Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Large Cap,Other
106236,NIPPON INDIA LARGE CAP FUND - IDCW Option,NIPPON INDIA LARGE CAP,Other
106240,Nippon India Large Cap Fund- Growth Plan Bonus Option,Nippon India Large Cap,Other
106238,Nippon India Large Cap Fund-Institutional Plan Growth Plan Bonus Option,Nippon India Large Cap,Other
138311,PGIM India Large Cap Fund - BONUS OPTION,PGIM India Large Cap,Other
138314,PGIM India Large Cap Fund - Direct Plan - Bonus,PGIM India Large Cap,Other
138313,PGIM India Large Cap Fund - Direct Plan - Dividend,PGIM India Large Cap,Other
138312,PGIM India Large Cap Fund - Direct Plan - Growth,PGIM India Large Cap,Other
138307,PGIM India Large Cap Fund - Dividend,PGIM India Large Cap,Other
154155,Parag Parikh Large Cap Fund - Direct Plan - Growth,Parag Parikh Large Cap,Other
154156,Parag Parikh Large Cap Fund - Direct Plan - IDCW,Parag Parikh Large Cap,Other
154154,Parag Parikh Large Cap Fund - Regular Plan - Growth,Parag Parikh Large Cap,Other
154153,Parag Parikh Large Cap Fund - Regular Plan - IDCW,Parag Parikh Large Cap,Other
150440,quant Large Cap Fund - Growth Option - Direct Plan,quant Large Cap Fund,Other
150441,quant Large Cap Fund - Growth Option - Regular Plan,quant Large Cap Fund,Other
150439,quant Large Cap Fund - IDCW Option - Direct Plan,quant Large Cap Fund,Other
150442,quant Large Cap Fund - IDCW Option - Regular Plan,quant Large Cap Fund,Other
153239,Samco Large Cap Fund - Direct Plan - Growth Option,Samco Large Cap Fund,Other
153238,Samco Large Cap Fund - Regular Plan - Growth Option,Samco Large Cap Fund,Other
119585,SBI Large Cap Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Large Cap Fund,Other
103616,SBI Large Cap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Large Cap Fund,Other
119598,SBI Large Cap FUND-DIRECT PLAN -GROWTH,SBI Large Cap FUND-DIRECT,Other
103504,SBI Large Cap FUND-REGULAR PLAN GROWTH,SBI Large Cap FUND-REGULAR,Other
148509,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip  Fund)  Direct Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Large Cap Fund,Other
148505,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)  Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Large Cap Fund,Other
148508,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Large Cap Fund,Other
148506,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),Sundaram Large Cap Fund,Other
148507,Sundaram Large Cap Fund (Formerly Known as Sundaram Blue Chip Fund)Direct Plan - Growth,Sundaram Large Cap Fund,Other
148504,Sundaram Large Cap Fund(Formerly Known as Sundaram Blue Chip Fund) Regular Plan - Growth,Sundaram Large Cap Fund(Formerly,Other
119160,Tata Large Cap Fund -Direct Plan Growth Option,Tata Large Cap Fund,Other
100475,Tata Large Cap Fund -Regular Plan - Growth Option,Tata Large Cap Fund,Other
119159,Tata Large Cap Fund- Direct Plan - Payout of IDCW Option,Tata Large Cap Fund-,Other
102036,Tata Large Cap Fund- Regular Plan - Payout of IDCW Option,Tata Large Cap Fund-,Other
118870,Taurus Large Cap Fund - Direct Plan - Growth,Taurus Large Cap Fund,Other
118871,Taurus Large Cap Fund - Direct Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Large Cap Fund,Other
101209,Taurus Large Cap Fund - Regular Plan - Growth,Taurus Large Cap Fund,Other
108403,Taurus Large Cap Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,Taurus Large Cap Fund,Other
141248,Union Largecap Fund - Direct Plan - Growth Option,Union Largecap Fund -,Other
141249,Union Largecap Fund - Direct Plan - IDCW Option,Union Largecap Fund -,Other
141247,Union Largecap Fund - Regular Plan - Growth Option,Union Largecap Fund -,Other
141250,Union Largecap Fund - Regular Plan - IDCW Option,Union Largecap Fund -,Other
120656,UTI Large Cap Fund - Direct Plan - Growth Option,UTI Large Cap Fund,Other
120657,UTI Large Cap Fund - Direct Plan - IDCW,UTI Large Cap Fund,Other
100651,UTI Large Cap Fund - Regular Plan - Growth Option,UTI Large Cap Fund,Other
100650,UTI Large Cap Fund - Regular Plan - IDCW,UTI Large Cap Fund,Other
150797,WhiteOak Capital Large Cap Fund Direct Plan Growth,WhiteOak Capital Large Cap,Other
150798,WhiteOak Capital Large Cap Fund Direct Plan IDCW,WhiteOak Capital Large Cap,Other
150799,WhiteOak Capital Large Cap Fund Regular Plan Growth,WhiteOak Capital Large Cap,Other
150800,WhiteOak Capital Large Cap Fund Regular Plan IDCW,WhiteOak Capital Large Cap,Other
120505,Axis Midcap Fund - Direct Plan - Growth,Axis Midcap Fund -,Other
120504,Axis Midcap Fund - Direct Plan - IDCW,Axis Midcap Fund -,Other
114564,Axis Midcap Fund - Regular Plan - Growth,Axis Midcap Fund -,Other
114565,Axis Midcap Fund - Regular Plan - IDCW,Axis Midcap Fund -,Other
150404,BANDHAN MIDCAP FUND - GROWTH - DIRECT PLAN,BANDHAN MIDCAP FUND -,Other
150402,BANDHAN MIDCAP FUND - GROWTH - REGULAR PLAN,BANDHAN MIDCAP FUND -,Other
150401,BANDHAN MIDCAP FUND - IDCW - DIRECT PLAN,BANDHAN MIDCAP FUND -,Other
150403,BANDHAN MIDCAP FUND - IDCW - REGULAR PLAN,BANDHAN MIDCAP FUND -,Other
153728,Bank of India Mid Cap Fund - Direct Plan Growth,Bank of India Mid,Other
153729,Bank of India Mid Cap Fund - Direct Plan IDCW,Bank of India Mid,Other
153726,Bank of India Mid Cap Fund - Regular Plan Growth,Bank of India Mid,Other
153727,Bank of India Mid Cap Fund - Regular Plan IDCW,Bank of India Mid,Other
150212,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - Growth Option,BARODA BNP PARIBAS Mid,Other
150211,BARODA BNP PARIBAS Mid Cap Fund - Direct Plan - IDCW Option,BARODA BNP PARIBAS Mid,Other
150209,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - Growth Option,BARODA BNP PARIBAS Mid,Other
150210,BARODA BNP PARIBAS Mid Cap Fund - Regular Plan - IDCW Option,BARODA BNP PARIBAS Mid,Other
150817,Canara Robeco Mid Cap Fund- Direct Plan- Growth Option,Canara Robeco Mid Cap,Other
150818,Canara Robeco Mid Cap Fund- Direct Plan- IDCW,Canara Robeco Mid Cap,Other
150816,Canara Robeco Mid Cap Fund- Regular Plan- Growth Option,Canara Robeco Mid Cap,Other
150819,Canara Robeco Mid Cap Fund- Regular Plan- IDCW,Canara Robeco Mid Cap,Other
119071,DSP Midcap Fund - Direct Plan - Growth,DSP Midcap Fund -,Other
119070,DSP Midcap Fund - Direct Plan - IDCW,DSP Midcap Fund -,Other
104481,DSP Midcap Fund - Regular Plan - Growth,DSP Midcap Fund -,Other
104482,DSP Midcap Fund - Regular Plan - IDCW,DSP Midcap Fund -,Other
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,Edelweiss Mid Cap Fund,Other
140227,Edelweiss Mid Cap Fund - Direct Plan - IDCW Option,Edelweiss Mid Cap Fund,Other
140225,Edelweiss Mid Cap Fund - Regular Plan - Growth Option,Edelweiss Mid Cap Fund,Other
140226,Edelweiss Mid Cap Fund - Regular Plan - IDCW Option,Edelweiss Mid Cap Fund,Other
118533,Franklin India Mid Cap Fund - Direct - Growth,Franklin India Mid Cap,Other
118532,Franklin India Mid Cap Fund - Direct - IDCW,Franklin India Mid Cap,Other
100472,Franklin India Mid Cap Fund - IDCW,Franklin India Mid Cap,Other
100473,Franklin India Mid Cap Fund-Growth,Franklin India Mid Cap,Other
118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,HDFC Mid Cap Fund,Other
105758,HDFC Mid Cap Fund - Growth Plan,HDFC Mid Cap Fund,Other
118988,HDFC Mid Cap Fund - IDCW Option - Direct Plan,HDFC Mid Cap Fund,Other
105757,HDFC Mid Cap Fund - IDCW Plan,HDFC Mid Cap Fund,Other
153326,Helios Mid Cap Fund - Direct Plan - Growth Option,Helios Mid Cap Fund,Other
153324,Helios Mid Cap Fund - Direct Plan - IDCW Option,Helios Mid Cap Fund,Other
153327,Helios Mid Cap Fund - Regular Plan - Growth Plan,Helios Mid Cap Fund,Other
153325,Helios Mid Cap Fund - Regular Plan - IDCW Option,Helios Mid Cap Fund,Other
151036,HSBC Midcap Fund - Direct Growth,HSBC Midcap Fund -,Other
151035,HSBC Midcap Fund - Direct IDCW,HSBC Midcap Fund -,Other
151034,HSBC Midcap Fund - Regular Growth,HSBC Midcap Fund -,Other
151033,HSBC Midcap Fund - Regular IDCW,HSBC Midcap Fund -,Other
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,ICICI Prudential MidCap Fund,Other
120380,ICICI Prudential MidCap Fund - Direct Plan -  IDCW,ICICI Prudential MidCap Fund,Other
102528,ICICI Prudential MidCap Fund - Growth,ICICI Prudential MidCap Fund,Other
102529,ICICI Prudential MidCap Fund - IDCW,ICICI Prudential MidCap Fund,Other
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,Invesco India Midcap Fund,Other
120402,Invesco India Midcap Fund - Direct Plan - IDCW (Payout / Reinvestment),Invesco India Midcap Fund,Other
105503,Invesco India Midcap Fund - Regular Plan - Growth Option,Invesco India Midcap Fund,Other
105504,Invesco India Midcap Fund - Regular Plan - IDCW (Payout / Reinvestment),Invesco India Midcap Fund,Other
148733,ITI Mid Cap Fund - Direct Plan - Growth Option,ITI Mid Cap Fund,Other
148731,ITI Mid Cap Fund - Direct Plan - IDCW Option,ITI Mid Cap Fund,Other
148732,ITI Mid Cap Fund - Regular Plan - Growth Option,ITI Mid Cap Fund,Other
148734,ITI Mid Cap Fund - Regular Plan - IDCW Option,ITI Mid Cap Fund,Other
150815,JM Midcap Fund (Direct) - Growth,JM Midcap Fund (Direct),Other
150814,JM Midcap Fund (Direct) - IDCW,JM Midcap Fund (Direct),Other
150812,JM Midcap Fund (Regular) - Growth,JM Midcap Fund (Regular),Other
150813,JM Midcap Fund (Regular) - IDCW,JM Midcap Fund (Regular),Other
119774,Kotak Midcap Fund  - Direct Plan - IDCW - Payout & Re-investment of Income Distribution cum capital withdrawal option,Kotak Midcap Fund -,Other
119775,Kotak Midcap Fund - Direct Plan - Growth,Kotak Midcap Fund -,Other
104908,Kotak Midcap Fund - Regular Plan - Growth,Kotak Midcap Fund -,Other
104907,Kotak Midcap Fund - Regular Plan - IDCW -Payout & Re-investment of Income Distribution cum capital withdrawal option,Kotak Midcap Fund -,Other
152002,LIC MF Mid Cap Fund-Direct Plan-Growth,LIC MF Mid Cap,Other
151999,LIC MF Mid Cap Fund-Direct Plan-IDCW,LIC MF Mid Cap,Other
152001,LIC MF Mid Cap Fund-Regular Plan-Growth,LIC MF Mid Cap,Other
152000,LIC MF Mid Cap Fund-Regular Plan-IDCW,LIC MF Mid Cap,Other
142108,Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW,Mahindra Manulife Mid Cap,Other
142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,Mahindra Manulife Mid Cap,Other
142109,Mahindra Manulife Mid Cap Fund - Regular Plan - Growth,Mahindra Manulife Mid Cap,Other
142107,Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW,Mahindra Manulife Mid Cap,Other
147479,Mirae Asset Midcap Fund - Regular Plan-Growth Option,Mirae Asset Midcap Fund,Other
147478,Mirae Asset Midcap Fund Direct IDCW,Mirae Asset Midcap Fund,Other
147480,Mirae Asset Midcap Fund Regular IDCW,Mirae Asset Midcap Fund,Other
147445,Mirae Asset Midcap Fund- Direct Growth Option,Mirae Asset Midcap Fund-,Other
127044,Motilal Oswal Midcap Fund-Direct - IDCW Payout/Reinvestment,Motilal Oswal Midcap Fund-Direct,Other
127042,Motilal Oswal Midcap Fund-Direct Plan-Growth Option,Motilal Oswal Midcap Fund-Direct,Other
127040,Motilal Oswal Midcap Fund-Regular - IDCW Payout/Reinvestment,Motilal Oswal Midcap Fund-Regular,Other
127039,Motilal Oswal Midcap Fund-Regular Plan-Growth Option,Motilal Oswal Midcap Fund-Regular,Other
118666,NIPPON INDIA GROWTH MID CAP FUND - DIRECT Plan - IDCW Option,NIPPON INDIA GROWTH MID,Other
